split, sceneId, level, roomId, roomType, startX, startY, startZ, startAngle, goalObjectId, goalX, goalY, goalZ, dist, pathDist, pathNumDoors, pathDoorIds, pathNumRooms, pathRoomIndices
train,Pinesdale,2,,,-5.032,9.945,-0.397,5.244,,-2.588,16.727,-0.362,7.208,10.693,,,,
train,Pinesdale,0,,,0.047,-0.183,-1.732,1.573,,-2.150,7.072,-1.735,7.581,9.785,,,,
train,Pinesdale,2,,,-3.805,10.369,-0.391,5.326,,-3.812,17.544,-0.355,7.174,12.217,,,,
train,Pinesdale,2,,,-0.382,13.321,-0.388,3.231,,-3.200,18.806,-0.537,6.168,6.168,,,,
train,Pinesdale,0,,,-2.150,7.072,-1.735,4.955,,-6.742,4.797,-1.733,5.125,5.125,,,,
train,Pinesdale,2,,,-2.812,11.312,-0.396,3.551,,0.643,15.842,-0.357,5.698,9.213,,,,
train,Pinesdale,2,,,-1.107,9.721,-0.389,4.403,,-4.962,13.953,-0.364,5.725,6.128,,,,
train,Pinesdale,2,,,0.076,9.682,-0.388,0.178,,-3.512,14.974,-0.355,6.393,8.660,,,,
train,Pinesdale,2,,,-5.032,9.945,-0.397,5.244,,-0.960,17.134,-0.543,8.263,11.819,,,,
train,Pinesdale,2,,,-4.962,13.953,-0.364,3.109,,-3.200,18.806,-0.537,5.166,6.704,,,,
train,Pinesdale,2,,,-1.107,9.721,-0.389,4.403,,-0.901,15.569,-0.365,5.852,5.852,,,,
train,Pinesdale,2,,,-1.107,9.721,-0.389,4.403,,-5.750,16.366,-0.346,8.106,8.666,,,,
train,Pinesdale,2,,,0.076,9.682,-0.388,0.178,,-5.750,16.366,-0.346,8.866,11.310,,,,
train,Pinesdale,2,,,-2.172,9.973,-0.393,5.212,,-3.512,14.974,-0.355,5.177,7.581,,,,
train,Pinesdale,0,,,-1.114,1.189,-1.729,0.323,,-5.088,4.880,-1.743,5.424,11.757,,,,
train,Pinesdale,2,,,-2.812,11.312,-0.396,3.551,,2.177,16.512,-0.344,7.207,10.864,,,,
train,Pinesdale,2,,,0.076,9.682,-0.388,0.178,,-0.960,17.134,-0.543,7.524,7.554,,,,
train,Pinesdale,2,,,-5.032,9.945,-0.397,5.244,,-0.901,15.569,-0.365,6.978,10.251,,,,
train,Pinesdale,2,,,-4.828,12.720,-0.362,2.576,,2.177,16.512,-0.344,7.965,9.626,,,,
train,Pinesdale,2,,,-2.812,11.312,-0.396,3.551,,-5.750,16.366,-0.346,5.846,6.095,,,,
train,Pinesdale,2,,,-2.812,11.312,-0.396,3.551,,-0.960,17.134,-0.543,6.111,9.212,,,,
train,Pinesdale,5,,,-1.094,9.870,2.281,0.071,,-4.425,14.814,2.257,5.962,7.267,,,,
train,Pinesdale,2,,,-3.812,17.544,-0.355,3.340,,2.177,16.512,-0.344,6.077,7.682,,,,
train,Pinesdale,2,,,-0.382,13.321,-0.388,3.231,,-3.812,17.544,-0.355,5.440,6.746,,,,
train,Pinesdale,2,,,-5.750,16.366,-0.346,4.461,,-0.890,14.519,-0.362,5.200,6.711,,,,
train,Pinesdale,2,,,-4.828,12.720,-0.362,2.576,,0.643,15.842,-0.357,6.300,7.999,,,,
train,Pinesdale,2,,,-0.382,13.321,-0.388,3.231,,-0.935,18.589,-0.543,5.299,5.299,,,,
train,Pinesdale,2,,,-1.107,9.721,-0.389,4.403,,-4.984,15.028,-0.353,6.572,7.203,,,,
train,Pinesdale,2,,,-2.172,9.973,-0.393,5.212,,-2.588,16.727,-0.362,6.766,7.896,,,,
train,Pinesdale,2,,,0.076,9.682,-0.388,0.178,,-0.935,18.589,-0.543,8.965,9.007,,,,
train,Pinesdale,2,,,-5.032,9.945,-0.397,5.244,,-0.890,14.519,-0.362,6.170,9.201,,,,
train,Pinesdale,2,,,-1.107,9.721,-0.389,4.403,,-2.588,16.727,-0.362,7.161,7.589,,,,
train,Pinesdale,2,,,0.061,19.965,-0.529,3.234,,-3.512,14.974,-0.355,6.141,6.141,,,,
train,Pinesdale,2,,,-0.825,11.298,-0.392,3.467,,-2.143,17.700,-0.541,6.538,7.092,,,,
train,Pinesdale,2,,,-3.201,12.571,-0.394,3.795,,-0.935,18.589,-0.543,6.432,9.231,,,,
train,Pinesdale,2,,,-3.201,12.571,-0.394,3.795,,2.177,16.512,-0.344,6.667,10.627,,,,
train,Pinesdale,2,,,-2.172,9.973,-0.393,5.212,,-5.423,17.551,-0.348,8.246,8.801,,,,
train,Pinesdale,5,,,-1.118,8.636,1.713,0.056,,0.300,13.902,2.296,5.485,5.727,,,,
train,Pinesdale,5,,,-1.118,8.636,1.713,0.056,,-4.425,14.814,2.257,7.029,8.626,,,,
train,Pinesdale,2,,,-4.984,15.028,-0.353,0.514,,0.061,19.965,-0.529,7.061,7.614,,,,
train,Pinesdale,2,,,-3.805,10.369,-0.391,5.326,,-0.890,14.519,-0.362,5.071,7.964,,,,
train,Pinesdale,0,,,-6.742,4.797,-1.733,2.747,,-1.524,7.878,-1.520,6.064,6.064,,,,
train,Pinesdale,0,,,0.047,-0.183,-1.732,1.573,,-0.564,5.437,-1.714,5.654,5.943,,,,
train,Pinesdale,2,,,-3.201,12.571,-0.394,3.795,,-0.960,17.134,-0.543,5.085,8.221,,,,
train,Pinesdale,2,,,-3.805,10.369,-0.391,5.326,,-0.960,17.134,-0.543,7.340,10.582,,,,
train,Pinesdale,2,,,-3.805,10.369,-0.391,5.326,,-0.901,15.569,-0.365,5.956,9.014,,,,
train,Pinesdale,2,,,-3.201,12.571,-0.394,3.795,,-5.423,17.551,-0.348,5.453,6.007,,,,
train,Pinesdale,5,,,-1.118,8.636,1.713,0.056,,-5.911,12.378,1.989,6.088,9.669,,,,
train,Pinesdale,2,,,-2.812,11.312,-0.396,3.551,,-5.423,17.551,-0.348,6.763,7.325,,,,
train,Pinesdale,2,,,-3.805,10.369,-0.391,5.326,,0.061,19.965,-0.529,10.346,13.456,,,,
train,Pinesdale,2,,,-3.201,12.571,-0.394,3.795,,0.643,15.842,-0.357,5.048,9.000,,,,
train,Pinesdale,2,,,-4.984,15.028,-0.353,0.514,,2.177,16.512,-0.344,7.313,7.313,,,,
train,Pinesdale,2,,,-2.812,11.312,-0.396,3.551,,-3.812,17.544,-0.355,6.312,10.848,,,,
train,Pinesdale,2,,,-5.032,9.945,-0.397,5.244,,2.177,16.512,-0.344,9.751,13.470,,,,
train,Pinesdale,2,,,-0.825,11.298,-0.392,3.467,,-5.750,16.366,-0.346,7.067,9.461,,,,
train,Pinesdale,2,,,-3.201,12.571,-0.394,3.795,,0.061,19.965,-0.529,8.083,10.928,,,,
train,Pinesdale,0,,,0.047,-0.183,-1.732,1.573,,-0.598,6.908,-1.694,7.121,7.390,,,,
train,Pinesdale,5,,,-1.118,8.636,1.713,0.056,,-4.462,13.828,2.282,6.201,7.638,,,,
train,Pinesdale,2,,,-2.172,9.973,-0.393,5.212,,-3.200,18.806,-0.537,8.893,9.984,,,,
train,Pinesdale,5,,,-1.094,9.870,2.281,0.071,,-5.911,12.378,1.989,5.439,8.310,,,,
train,Pinesdale,2,,,0.076,9.682,-0.388,0.178,,-3.200,18.806,-0.537,9.695,9.805,,,,
train,Pinesdale,2,,,-5.032,9.945,-0.397,5.244,,-3.812,17.544,-0.355,7.696,13.455,,,,
train,Pinesdale,2,,,-3.201,12.571,-0.394,3.795,,-3.812,17.544,-0.355,5.010,9.530,,,,
train,Pinesdale,5,,,-1.094,9.870,2.281,0.071,,-4.462,13.828,2.282,5.196,6.279,,,,
train,Pinesdale,2,,,-0.382,13.321,-0.388,3.231,,0.061,19.965,-0.529,6.660,6.810,,,,
train,Pinesdale,2,,,-1.107,9.721,-0.389,4.403,,-0.935,18.589,-0.543,8.871,8.871,,,,
train,Pinesdale,2,,,-5.032,9.945,-0.397,5.244,,-4.984,15.028,-0.353,5.083,7.238,,,,
train,Pinesdale,2,,,0.076,9.682,-0.388,0.178,,-4.828,12.720,-0.362,5.768,8.167,,,,
train,Pinesdale,2,,,-5.750,16.366,-0.346,4.461,,0.061,19.965,-0.529,6.838,9.156,,,,
train,Pinesdale,2,,,-4.828,12.720,-0.362,2.576,,-0.935,18.589,-0.543,7.045,8.230,,,,
train,Pinesdale,0,,,-1.114,1.189,-1.729,0.323,,-3.412,5.769,-1.743,5.124,9.934,,,,
val,Collierville,0,,,1.614,-0.573,-0.383,2.232,,-2.127,4.988,-0.350,6.702,9.262,,,,
val,Collierville,1,,,0.570,0.674,-2.973,3.727,,0.990,6.580,-2.969,5.921,5.921,,,,
val,Collierville,0,,,-2.785,1.969,-0.345,4.164,,1.652,4.290,-0.341,5.008,6.506,,,,
val,Collierville,0,,,1.614,-0.573,-0.383,2.232,,1.561,5.460,-0.344,6.033,7.991,,,,
val,Collierville,0,,,0.359,-0.504,-0.344,2.967,,1.561,5.460,-0.344,6.083,6.733,,,,
val,Collierville,0,,,-2.785,1.969,-0.345,4.164,,1.561,5.460,-0.344,5.575,7.678,,,,
val,Collierville,0,,,0.359,-0.504,-0.344,2.967,,-2.127,4.988,-0.350,6.028,8.004,,,,
val,Collierville,0,,,1.614,-0.573,-0.383,2.232,,-1.159,5.012,-0.346,6.236,8.293,,,,
val,Collierville,0,,,1.614,-0.573,-0.383,2.232,,-2.785,1.969,-0.345,5.081,5.997,,,,
val,Collierville,0,,,-1.848,0.606,-0.337,4.422,,1.561,5.460,-0.344,5.931,6.516,,,,
val,Collierville,0,,,-1.848,0.606,-0.337,4.422,,1.652,4.290,-0.341,5.082,5.343,,,,
val,Collierville,0,,,0.359,-0.504,-0.344,2.967,,-1.159,5.012,-0.346,5.720,7.036,,,,
val,Collierville,0,,,0.359,-0.504,-0.344,2.967,,1.652,4.290,-0.341,4.965,5.561,,,,
val,Collierville,0,,,1.614,-0.573,-0.383,2.232,,0.925,4.296,-0.340,4.918,6.091,,,,
val,Collierville,0,,,1.614,-0.573,-0.383,2.232,,1.652,4.290,-0.341,4.864,6.818,,,,
val,Collierville,0,,,0.359,-0.504,-0.344,2.967,,0.925,4.296,-0.340,4.833,4.833,,,,
val,Collierville,2,,,-0.100,-0.142,2.253,0.086,,0.575,4.606,2.250,4.795,4.815,,,,
val,Collierville,0,,,-1.848,0.606,-0.337,4.422,,0.925,4.296,-0.340,4.616,4.616,,,,
val,Collierville,1,,,0.599,2.107,-2.979,0.993,,0.990,6.580,-2.969,4.490,4.490,,,,
val,Collierville,0,,,1.614,-0.573,-0.383,2.232,,0.029,3.605,-0.339,4.469,5.379,,,,
val,Collierville,0,,,-1.848,0.606,-0.337,4.422,,-1.159,5.012,-0.346,4.459,6.818,,,,
val,Collierville,1,,,0.570,0.674,-2.973,3.727,,0.529,5.076,-2.974,4.402,4.402,,,,
val,Collierville,0,,,-1.848,0.606,-0.337,4.422,,-2.127,4.988,-0.350,4.390,7.787,,,,
val,Collierville,0,,,-2.785,1.969,-0.345,4.164,,0.925,4.296,-0.340,4.379,5.778,,,,
val,Collierville,0,,,-0.092,1.439,-0.338,3.273,,1.561,5.460,-0.344,4.348,4.933,,,,
val,Collierville,0,,,0.359,-0.504,-0.344,2.967,,0.029,3.605,-0.339,4.122,4.122,,,,
val,Collierville,0,,,-0.092,1.439,-0.338,3.273,,-2.127,4.988,-0.350,4.091,6.204,,,,
val,Collierville,0,,,0.359,-0.504,-0.344,2.967,,-2.785,1.969,-0.345,3.999,4.739,,,,
val,Collierville,2,,,-0.100,-0.142,2.253,0.086,,0.613,3.639,2.252,3.848,3.848,,,,
val,Collierville,0,,,-2.127,4.988,-0.350,4.905,,1.652,4.290,-0.341,3.843,3.871,,,,
val,Collierville,2,,,1.613,3.570,2.257,6.185,,1.615,0.487,-0.009,3.826,3.826,,,,
val,Collierville,0,,,-0.092,1.439,-0.338,3.273,,-1.159,5.012,-0.346,3.729,5.236,,,,
val,Collierville,0,,,-2.127,4.988,-0.350,4.905,,1.561,5.460,-0.344,3.718,5.043,,,,
val,Collierville,0,,,1.614,-0.573,-0.383,2.232,,-1.848,0.606,-0.337,3.658,5.195,,,,
val,Collierville,0,,,-1.848,0.606,-0.337,4.422,,0.029,3.605,-0.339,3.537,3.537,,,,
val,Collierville,0,,,-2.785,1.969,-0.345,4.164,,-1.159,5.012,-0.346,3.451,7.981,,,,
val,Collierville,2,,,0.546,1.164,2.252,3.623,,0.575,4.606,2.250,3.442,3.442,,,,
val,Collierville,0,,,-0.092,1.439,-0.338,3.273,,1.652,4.290,-0.341,3.343,3.761,,,,
val,Collierville,1,,,0.560,3.279,-2.976,3.059,,0.990,6.580,-2.969,3.328,3.328,,,,
val,Collierville,0,,,-2.785,1.969,-0.345,4.164,,0.029,3.605,-0.339,3.255,4.915,,,,
val,Collierville,0,,,0.925,4.296,-0.340,5.327,,-2.127,4.988,-0.350,3.129,3.171,,,,
val,Collierville,0,,,-2.785,1.969,-0.345,4.164,,-2.127,4.988,-0.350,3.090,8.949,,,,
val,Collierville,0,,,-0.092,1.439,-0.338,3.273,,0.925,4.296,-0.340,3.033,3.033,,,,
val,Collierville,1,,,0.599,2.107,-2.979,0.993,,0.529,5.076,-2.974,2.970,2.970,,,,
val,Collierville,0,,,-1.159,5.012,-0.346,3.933,,1.652,4.290,-0.341,2.902,2.902,,,,
val,Collierville,0,,,-1.159,5.012,-0.346,3.933,,1.561,5.460,-0.344,2.756,4.075,,,,
val,Collierville,0,,,-0.092,1.439,-0.338,3.273,,-2.785,1.969,-0.345,2.745,2.745,,,,
val,Collierville,0,,,1.614,-0.573,-0.383,2.232,,-0.092,1.439,-0.338,2.638,3.251,,,,
val,Collierville,1,,,0.570,0.674,-2.973,3.727,,0.560,3.279,-2.976,2.605,2.605,,,,
val,Collierville,2,,,1.613,3.570,2.257,6.185,,1.623,1.453,0.758,2.593,2.593,,,,
val,Collierville,0,,,0.029,3.605,-0.339,3.347,,-2.127,4.988,-0.350,2.561,4.303,,,,
val,Collierville,2,,,-0.100,-0.142,2.253,0.086,,0.579,2.252,2.247,2.488,2.488,,,,
val,Collierville,2,,,0.546,1.164,2.252,3.623,,0.613,3.639,2.252,2.476,2.476,,,,
val,Collierville,0,,,0.359,-0.504,-0.344,2.967,,-1.848,0.606,-0.337,2.470,3.937,,,,
val,Collierville,2,,,1.615,2.425,1.519,6.249,,1.615,0.487,-0.009,2.468,2.468,,,,
val,Collierville,0,,,0.029,3.605,-0.339,3.347,,1.561,5.460,-0.344,2.406,3.032,,,,
val,Collierville,2,,,0.575,4.606,2.250,1.738,,0.579,2.252,2.247,2.354,2.354,,,,
val,Collierville,2,,,1.593,3.119,-1.093,1.132,,1.623,1.327,-2.599,2.341,2.341,,,,
val,Collierville,0,,,-1.159,5.012,-0.346,3.933,,0.925,4.296,-0.340,2.203,2.203,,,,
val,Collierville,0,,,-0.092,1.439,-0.338,3.273,,0.029,3.605,-0.339,2.170,2.170,,,,
val,Collierville,0,,,0.359,-0.504,-0.344,2.967,,-0.092,1.439,-0.338,1.994,1.994,,,,
val,Collierville,0,,,-0.092,1.439,-0.338,3.273,,-1.848,0.606,-0.337,1.944,1.944,,,,
val,Collierville,2,,,-1.234,2.486,1.942,1.647,,-1.333,4.373,2.251,1.915,1.915,,,,
val,Collierville,0,,,0.029,3.605,-0.339,3.347,,-1.159,5.012,-0.346,1.841,3.334,,,,
val,Collierville,1,,,0.560,3.279,-2.976,3.059,,0.529,5.076,-2.974,1.797,1.797,,,,
val,Collierville,0,,,0.029,3.605,-0.339,3.347,,1.652,4.290,-0.341,1.762,1.859,,,,
val,Collierville,0,,,-1.848,0.606,-0.337,4.422,,-2.785,1.969,-0.345,1.654,1.654,,,,
val,Collierville,1,,,0.529,5.076,-2.974,2.788,,0.990,6.580,-2.969,1.572,1.572,,,,
val,Collierville,2,,,-0.100,-0.142,2.253,0.086,,0.546,1.164,2.252,1.457,1.457,,,,
val,Collierville,1,,,0.570,0.674,-2.973,3.727,,0.599,2.107,-2.979,1.433,1.433,,,,
val,Collierville,2,,,0.613,3.639,2.252,2.014,,0.579,2.252,2.247,1.388,1.388,,,,
val,Collierville,2,,,1.613,3.570,2.257,6.185,,1.615,2.425,1.519,1.362,1.362,,,,
val,Collierville,0,,,0.925,4.296,-0.340,5.327,,1.561,5.460,-0.344,1.326,1.901,,,,
val,Collierville,0,,,1.614,-0.573,-0.383,2.232,,0.359,-0.504,-0.344,1.258,1.258,,,,
val,Collierville,2,,,1.623,1.453,0.758,4.117,,1.615,0.487,-0.009,1.234,1.234,,,,
val,Collierville,2,,,1.615,2.425,1.519,6.249,,1.623,1.453,0.758,1.234,1.234,,,,
val,Collierville,2,,,-1.234,2.486,1.942,1.647,,-1.303,3.638,2.257,1.196,1.196,,,,
val,Collierville,2,,,1.602,2.224,-1.842,1.117,,1.623,1.327,-2.599,1.174,1.174,,,,
val,Collierville,1,,,0.599,2.107,-2.979,0.993,,0.560,3.279,-2.976,1.173,1.173,,,,
val,Collierville,0,,,1.652,4.290,-0.341,2.543,,1.561,5.460,-0.344,1.173,1.173,,,,
val,Collierville,2,,,1.593,3.119,-1.093,1.132,,1.602,2.224,-1.842,1.167,1.167,,,,
val,Collierville,0,,,0.029,3.605,-0.339,3.347,,0.925,4.296,-0.340,1.132,1.132,,,,
val,Collierville,2,,,0.546,1.164,2.252,3.623,,0.579,2.252,2.247,1.088,1.088,,,,
val,Collierville,2,,,0.588,4.881,2.250,4.478,,0.796,2.462,2.247,2.428,2.932,,,,
val,Collierville,0,,,-1.746,0.916,-0.337,6.498,,-2.635,2.102,-0.345,1.483,2.180,,,,
val,Collierville,0,,,1.878,-0.506,-0.383,6.135,,-1.591,0.698,-0.337,3.673,5.741,,,,
val,Collierville,0,,,2.041,-0.326,-0.383,7.167,,-0.735,5.052,-0.346,6.052,9.212,,,,
val,Collierville,2,,,0.645,3.853,2.252,5.188,,0.627,2.315,2.247,1.538,1.684,,,,
val,Collierville,1,,,0.683,0.727,-2.973,7.476,,1.100,6.755,-2.969,6.042,6.252,,,,
val,Collierville,0,,,0.460,-0.183,-0.344,5.906,,-0.917,5.265,-0.346,5.619,7.721,,,,
val,Collierville,2,,,0.296,0.148,2.253,2.517,,0.660,2.602,2.247,2.481,3.339,,,,
val,Collierville,2,,,1.843,3.564,-1.093,7.193,,1.773,2.508,-1.842,1.297,2.009,,,,
val,Collierville,0,,,1.832,-0.185,-0.383,4.919,,-1.859,5.465,-0.350,6.749,10.254,,,,
val,Collierville,1,,,0.640,2.290,-2.979,4.412,,0.986,3.482,-2.976,1.241,1.832,,,,
val,Collierville,0,,,0.152,3.638,-0.339,3.518,,-0.662,5.497,-0.346,2.029,4.157,,,,
val,Collierville,0,,,0.209,1.821,-0.338,8.301,,1.009,4.443,-0.340,2.741,3.689,,,,
val,Collierville,0,,,0.087,1.462,-0.338,6.566,,-0.667,5.233,-0.346,3.846,5.954,,,,
val,Collierville,0,,,-2.623,2.099,-0.345,7.331,,-1.933,5.404,-0.350,3.376,9.615,,,,
val,Collierville,0,,,1.803,-0.567,-0.383,6.861,,-2.386,2.103,-0.345,4.968,6.607,,,,
val,Collierville,0,,,-0.079,1.770,-0.338,6.934,,1.755,5.708,-0.344,4.344,5.580,,,,
train,Lakeville,0,,,-15.842,-6.534,-0.267,5.973,,-9.083,2.653,-0.287,11.405,11.489,,,,
train,Lakeville,0,,,-5.824,-0.604,-0.291,5.054,,-15.842,-6.534,-0.267,11.641,15.281,,,,
train,Lakeville,0,,,-7.818,-0.766,-0.290,5.533,,-9.395,-10.110,-0.256,9.477,9.477,,,,
train,Lakeville,0,,,-6.304,-2.922,-0.304,5.085,,-17.217,-5.151,-0.231,11.138,17.066,,,,
train,Lakeville,0,,,-1.894,-11.259,-0.334,4.009,,-9.116,3.708,-0.301,16.618,20.525,,,,
train,Lakeville,0,,,-2.009,-6.351,-0.267,1.013,,-11.283,-0.508,-0.287,10.962,26.634,,,,
train,Lakeville,0,,,-2.206,-1.578,-0.275,0.981,,-8.592,-4.887,-0.310,7.192,21.360,,,,
train,Lakeville,0,,,-1.948,-0.457,-0.253,2.864,,-7.428,-9.386,-0.380,10.478,20.411,,,,
train,Lakeville,0,,,-6.666,-7.400,-0.299,1.489,,-11.913,-5.171,-0.306,5.701,5.701,,,,
train,Lakeville,0,,,-13.542,-10.978,-0.357,3.159,,-9.099,5.071,-0.310,16.652,17.975,,,,
train,Lakeville,0,,,-7.428,-9.386,-0.380,4.402,,-9.116,3.708,-0.301,13.203,13.209,,,,
train,Lakeville,0,,,-11.283,-0.508,-0.287,5.408,,-15.679,-9.988,-0.235,10.449,10.772,,,,
train,Lakeville,0,,,-1.501,-7.707,-0.246,0.434,,-13.886,-2.768,-0.286,13.333,28.742,,,,
train,Lakeville,0,,,-1.599,-9.548,-0.341,0.147,,-9.083,2.653,-0.287,14.314,21.248,,,,
train,Lakeville,0,,,-1.894,-11.259,-0.334,4.009,,-9.083,2.653,-0.287,15.659,19.512,,,,
train,Lakeville,0,,,-6.140,-3.708,-0.299,5.261,,-15.464,-3.164,-0.263,9.339,14.195,,,,
train,Lakeville,0,,,0.380,1.796,-0.198,4.260,,-11.913,-5.171,-0.306,14.130,28.136,,,,
train,Lakeville,0,,,-11.044,-6.552,-0.298,0.232,,-13.364,-12.400,-0.390,6.291,26.147,,,,
train,Lakeville,0,,,-11.913,-5.171,-0.306,1.470,,-9.083,2.653,-0.287,8.321,13.173,,,,
train,Lakeville,0,,,-6.868,-1.643,-0.303,2.991,,-9.116,3.708,-0.301,5.804,5.889,,,,
train,Lakeville,0,,,-10.213,0.236,-0.281,5.454,,-13.542,-10.978,-0.357,11.697,16.655,,,,
train,Lakeville,0,,,-2.206,-1.578,-0.275,0.981,,-15.433,-12.392,-0.387,17.085,45.012,,,,
train,Lakeville,0,,,-5.089,-1.842,-0.295,4.870,,-11.840,-12.458,-0.383,12.581,22.379,,,,
train,Lakeville,0,,,-17.217,-5.151,-0.231,4.019,,-11.840,-12.458,-0.383,9.074,15.775,,,,
train,Lakeville,0,,,-17.064,-3.225,-0.233,4.733,,-15.679,-9.988,-0.235,6.904,10.651,,,,
train,Lakeville,0,,,-8.871,-6.766,-0.301,0.200,,-13.542,-10.978,-0.357,6.289,23.649,,,,
train,Lakeville,0,,,-11.283,-0.508,-0.287,5.408,,-15.842,-6.534,-0.267,7.555,7.637,,,,
train,Lakeville,0,,,-5.089,-1.842,-0.295,4.870,,-13.343,-7.095,-0.291,9.784,16.457,,,,
train,Lakeville,0,,,-13.343,-7.095,-0.291,0.183,,-1.894,-11.259,-0.334,12.183,29.758,,,,
train,Lakeville,0,,,-6.868,-1.643,-0.303,2.991,,-13.542,-10.978,-0.357,11.475,18.795,,,,
train,Lakeville,0,,,-6.304,-2.922,-0.304,5.085,,-11.913,-5.171,-0.306,6.044,12.162,,,,
train,Lakeville,0,,,-2.206,-1.578,-0.275,0.981,,-9.000,-7.923,-0.292,9.295,19.557,,,,
train,Lakeville,0,,,-2.009,-6.351,-0.267,1.013,,-8.871,-6.766,-0.301,6.875,14.683,,,,
train,Lakeville,0,,,-12.786,-1.696,-0.287,5.434,,-17.217,-5.151,-0.231,5.619,6.679,,,,
train,Lakeville,2,,,-11.990,1.344,2.265,3.883,,-12.281,-6.975,2.256,8.324,8.324,,,,
train,Lakeville,0,,,-13.886,-2.768,-0.286,5.466,,-1.894,-11.259,-0.334,14.693,25.168,,,,
train,Lakeville,0,,,-11.289,-9.906,-0.254,4.499,,-1.894,-11.259,-0.334,9.492,15.303,,,,
train,Lakeville,0,,,-5.089,-1.842,-0.295,4.870,,-13.570,-8.763,-0.272,10.947,17.944,,,,
train,Lakeville,0,,,-13.570,-8.763,-0.272,1.029,,-9.006,-12.196,-0.381,5.712,6.913,,,,
train,Lakeville,0,,,-2.009,-6.351,-0.267,1.013,,-15.433,-12.392,-0.387,14.721,40.235,,,,
train,Lakeville,0,,,-15.433,-12.392,-0.387,3.720,,-9.006,-12.196,-0.381,6.430,6.430,,,,
train,Lakeville,0,,,-6.304,-2.922,-0.304,5.085,,-9.116,3.708,-0.301,7.202,7.285,,,,
train,Lakeville,0,,,-15.433,-12.392,-0.387,3.720,,-5.156,-11.336,-0.362,10.331,32.063,,,,
train,Lakeville,0,,,-8.871,-6.766,-0.301,0.200,,-15.842,-6.534,-0.267,6.974,19.580,,,,
train,Lakeville,0,,,-4.615,1.027,-0.264,2.453,,-9.006,-12.196,-0.381,13.933,25.923,,,,
train,Lakeville,0,,,-8.592,-4.887,-0.310,0.520,,-14.511,-4.931,-0.285,5.919,15.626,,,,
train,Lakeville,0,,,0.380,1.796,-0.198,4.260,,-17.064,-3.225,-0.233,18.152,43.334,,,,
train,Lakeville,0,,,0.380,1.796,-0.198,4.260,,-13.570,-8.763,-0.272,17.495,46.199,,,,
train,Lakeville,0,,,-13.886,-2.768,-0.286,5.466,,-1.599,-9.548,-0.341,14.033,26.903,,,,
train,Lakeville,0,,,-8.592,-4.887,-0.310,0.520,,-11.283,-0.508,-0.287,5.140,10.052,,,,
train,Lakeville,0,,,-2.009,-6.351,-0.267,1.013,,-9.395,-10.110,-0.256,8.288,17.004,,,,
train,Lakeville,0,,,-2.140,-2.748,-0.275,1.453,,-8.592,-4.887,-0.310,6.798,20.189,,,,
train,Lakeville,0,,,0.380,1.796,-0.198,4.260,,-17.217,-5.151,-0.231,18.918,45.266,,,,
train,Lakeville,0,,,-13.886,-2.768,-0.286,5.466,,-13.542,-10.978,-0.357,8.217,8.376,,,,
train,Lakeville,0,,,-9.103,0.654,-0.274,3.096,,-14.511,-4.931,-0.285,7.774,9.713,,,,
train,Lakeville,0,,,-15.679,-9.988,-0.235,3.554,,-5.156,-11.336,-0.362,10.609,29.226,,,,
train,Lakeville,0,,,-6.868,-1.643,-0.303,2.991,,-12.786,-1.696,-0.287,5.919,9.004,,,,
train,Lakeville,0,,,-5.208,-7.747,-0.285,2.324,,-11.840,-12.458,-0.383,8.135,29.697,,,,
train,Lakeville,0,,,-6.304,-2.922,-0.304,5.085,,-9.006,-12.196,-0.381,9.660,24.874,,,,
train,Lakeville,0,,,-17.064,-3.225,-0.233,4.733,,-13.343,-7.095,-0.291,5.369,7.922,,,,
train,Lakeville,0,,,-17.064,-3.225,-0.233,4.733,,-13.570,-8.763,-0.272,6.548,9.409,,,,
train,Lakeville,0,,,-8.592,-4.887,-0.310,0.520,,-13.570,-8.763,-0.272,6.309,19.572,,,,
train,Lakeville,0,,,-2.114,-4.477,-0.275,0.180,,-9.066,1.678,-0.255,9.285,25.397,,,,
train,Lakeville,0,,,-5.824,-0.604,-0.291,5.054,,-12.786,-1.696,-0.287,7.047,9.559,,,,
train,Lakeville,0,,,-2.131,1.704,-0.226,3.881,,-13.570,-8.763,-0.272,15.505,44.209,,,,
train,Lakeville,0,,,-1.501,-7.707,-0.246,0.434,,-11.289,-9.906,-0.254,10.032,18.877,,,,
train,Lakeville,0,,,-1.501,-7.707,-0.246,0.434,,-9.395,-10.110,-0.256,8.252,15.669,,,,
train,Lakeville,0,,,-13.542,-10.978,-0.357,3.159,,-5.781,-9.351,-0.368,7.929,28.087,,,,
train,Lakeville,0,,,-2.206,-1.578,-0.275,0.981,,-1.599,-9.548,-0.341,7.993,7.993,,,,
train,Lakeville,0,,,-9.395,-10.110,-0.256,5.202,,-13.886,-2.768,-0.286,8.607,18.778,,,,
train,Lakeville,0,,,-6.304,-2.922,-0.304,5.085,,-9.083,2.653,-0.287,6.229,6.229,,,,
train,Lakeville,0,,,-5.089,-1.842,-0.295,4.870,,-15.679,-9.988,-0.235,13.360,19.189,,,,
train,Lakeville,0,,,-8.871,-6.766,-0.301,0.200,,-11.840,-12.458,-0.383,6.420,25.905,,,,
train,Lakeville,0,,,0.136,-0.247,-0.222,1.580,,-5.781,-9.351,-0.368,10.858,18.242,,,,
